URL,HTML
https://deepmind.google/research/publications/,"Publications - Google DeepMind                                      Jump to Content                     Google     DeepMind       Search...                 Search Close                            Google     DeepMind                                      About                                                      Learn about Google DeepMind                                             — Our mission is to build AI responsibly to benefit humanity                             Responsibility & Safety                                             — We want AI to benefit the world, so we must be thoughtful about how it’s built and used                             Education                                             — Our vision is to help make the AI ecosystem more representative of society                             Careers                                             — Many disciplines, one common goal                               Research                                                      View Research                                             — We work on some of the most complex and interesting challenges in AI.                             Breakthroughs                                             — Explore some of the biggest innovations in AI                             Publications                                             — Explore a selection of our recent research                               Technologies                                                      View Technologies                                             — Solving the world’s most complex challenges                             Gemini                                             — The most general and capable AI models we've ever built                             Project Astra                                             — A universal AI agent that is helpful in everyday life                             Imagen                                             — Our highest quality text-to-image model                             Veo                                       — Our state-of-the-art video generation model                             Overview                                                            Veo 2                         (New)                      AlphaFold                                       — Accelerating breakthroughs in biology with AI                             Overview                                                            Impact stories                                                            AlphaFold Server                                                            AlphaFold Database                                             SynthID                                             — Identifying AI-generated content                               Discover                                                      View Discover                                             — Discover our latest breakthroughs and see how we’re shaping the future                             Blog                                             — Discover our latest AI breakthroughs, projects, and updates                             Events                                             — Meet our team and learn more about our research                             The Podcast                                             — Uncover the extraordinary ways AI is transforming our world                       Search...                  Search Close                                   Learn about Google DeepMind                                          Responsibility & Safety                                             — We want AI to benefit the world, so we must be thoughtful about how it’s built and used                            Education                                             — Our vision is to help make the AI ecosystem more representative of society                            Careers                                             — Many disciplines, one common goal                 Latest posts        Introducing Gemini 2.5 Flash 17 April 2025            Generate videos in Gemini and Whisk with Veo 2 15 April 2025                           View Research                                          Breakthroughs                                             — Explore some of the biggest innovations in AI                            Publications                                             — Explore a selection of our recent research                 Latest research posts        DolphinGemma: How Google AI is helping decode dolphin communication 14 April 2025            Google DeepMind at NeurIPS 2024 5 December 2024                        View Technologies                                          Gemini                                             — The most general and capable AI models we've ever built                            Project Astra                                             — A universal AI agent that is helpful in everyday life                            Imagen                                             — Our highest quality text-to-image model                            Veo                                             — Our state-of-the-art video generation model                            AlphaFold                                             — Accelerating breakthroughs in biology with AI                            SynthID                                             — Identifying AI-generated content                 Latest technology posts        Introducing Gemini 2.5 Flash 17 April 2025            Generate videos in Gemini and Whisk with Veo 2 15 April 2025                           View Discover                                          Blog                                             — Discover our latest AI breakthroughs, projects, and updates                            Events                                             — Meet our team and learn more about our research                            The Podcast                                             — Uncover the extraordinary ways AI is transforming our world                 Latest posts        Introducing Gemini 2.5 Flash 17 April 2025            Generate videos in Gemini and Whisk with Veo 2 15 April 2025                   Research Publications  Explore a selection of our recent research on some of the most complex and interesting challenges in AI.             200 publications           Date   26 Apr 25 26 April 2025   Title   Generative Ghosts: Anticipating Benefits and Risks of AI Afterlives    Authors        Meredith Ringel Morris and Jed R. Brubaker       Venue        ACM CHI 2025             Date   1 Apr 25 1 April 2025   Title   Effective Kernel Fuzzing with Learned White-box Test Mutators    Authors        Sishuai Gong, Wang Rui, Deniz Altinbüken, Pedro Fonseca, Petros Maniatis       Venue        ASPLOS 2025 (Fall Cycle)             Date   24 Mar 25 24 March 2025   Title   Gensors: Authoring Personalized Visual Sensors with Multimodal Foundation Models and Reasoning    Authors        Michael Xieyang Liu, Savvas Petridis, Vivian Tsai, Alex Fiannaca, olwal , Michael Terry, Carrie Cai       Venue        ACM IUI 2025             Date   11 Mar 25 11 March 2025   Title   Gemini Embedding: Generalizable Embeddings from Gemini    Authors        Jinhyuk Lee, Feiyang Chen, Sahil Dua, Daniel Cer, Madhuri Shanbhogue, Iftekhar Naim, Gustavo Hernández Ábrego, Zhe Li, Kaifeng Chen, Henrique Schechter Vera, Xiaoqi Ren, Shanfeng Zhang, Daniel Salz, Michael Boratko, Jay Han, Blair Chen, Shuo Huang, Vikram Rao, Paul Suganthan, Feng Han, Andreas Doumanoglou, Nithi Gupta, Fedor Moiseev, Cathy Yip, Aashi Jain, Simon Baumgartner, Shahrokh Shahi, Frank Palma Gomez, Sandeep Mariserla, Min Choi, Parashar Shah, Sonam Goenka, Ke Chen, Ye Xia, Koert Chen, Sai Meher Karthik Duddu, Yichang Chen, Trevor Walker, Wenlei Zhou, Rakesh Ghiya, Zach Gleicher, Karan Gill, Zhe Dong, Mojtaba Seyedhosseini, Yunhsuan Sung, Raphael Hoffmann, Tom Duerig       Venue        arXiv             Date   10 Mar 25 10 March 2025   Title   TIPS: Text-Image Pretraining with Spatial awareness    Authors        Kevis-Kokitsi Maninis, Kaifeng Chen, Soham Ghosh, Arjun Karpur, Koert Chen, Ye Xia, Bingyi Cao, Daniel Salz, Guangxing Han, Jan Dlabal, Dan Gnanapragasam, Mojtaba Seyedhosseini, Howard Zhou, Andre Araujo       Venue        ICLR 2025             Date   5 Mar 25 5 March 2025   Title   KiVA: Kid-Inspired Visual Analogies for Testing Large Multimodal Models    Authors        Eunice Yiu, Maan Qraitem, Anisa Noor Majhi, Charlie Wong, Yutong Bai, Shiry Ginosar, Alison Gopnik, Kate Saenko       Venue        ICLR 2025             Date   27 Feb 25 27 February 2025   Title   HCI for AGI    Authors        Meredith Ringel Morris       Venue        ACM Interactions             Date   20 Feb 25 20 February 2025   Title   Delta Variances    Authors        Simon Schmitt, John Shawe-Taylor, Hado van Hasselt       Venue        AAAI 2025             Date   12 Feb 25 12 February 2025   Title   Poly-Autoregressive Prediction for Interaction Modeling    Authors        Neerja Thakkar, Tara Sadjadpour, Jathushan Rajasegaran, Shiry Ginosar, Jitendra Malik       Venue        CVPR 2025             Date   11 Feb 25 11 February 2025   Title   Scaling Pre-training to One Hundred Billion Data for Vision Language Models    Authors        Xiao Wang, Ibrahim Alabdulmohsin, Daniel Salz, Zhe Li, Keran Rong, Xiaohua Zhai*       Venue        arXiv             Date   6 Feb 25 6 February 2025   Title   Automated Discovery of Interpretable Cognitive Programs underlying Reward-guided behavior    Authors        Pablo Castro Rivadeneira, Kim Stachenfeld, Kevin Miller, Nenad Tomašev, Navodita Sharma, Ankit Anand, Alexander Novikov, Kuba Perlin, Nathaniel Daw, Will Dabney, noemielteto , Siddhant Jain, Kyle Levin       Venue        Biorxiv             Date   2 Feb 25 2 February 2025   Title   Decoding-based Regression    Authors        Xingyou Song, Dara Bahri       Venue        arXiv             Date   22 Jan 25 22 January 2025   Title   Are vision-language models shape or texture biased and can we steer them?    Authors        Paul Gavrikov, Jovita Lukasik, Steffen Jung, Robert Geirhos, Muhammad Jehanzeb Mirza, Margret Keuper, Janis Keuper       Venue        ICLR 2025             Date   22 Jan 25 22 January 2025   Title   MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking    Authors        Sebastian Farquhar, Vikrant Varma, David Lindner, David Elson, Caleb Biddulph, Ian Goodfellow, Rohin Shah       Venue        arXiv             Date   31 Dec 24 31 December 2024   Title   Exposing Limitations of Language Model Agents in Sequential-Task Compositions on the Web    Authors        Hiroki Furuta, Yutaka Matsuo, Aleksandra Faust, Izzeddin Gur       Venue        Transactions on Machine Learning Research (TMLR)             Date   23 Dec 24 23 December 2024   Title   Deliberation in Latent Space via Differentiable Cache Augmentation    Authors        Luyang Liu, Jonas Pfeiffer, Jiaxing Wu, Jun Xie, Arthur Szlam       Venue        arXiv             Date   10 Dec 24 10 December 2024   Title   Machine Unlearning Doesn’t Do What You Think: Lessons for Generative AI Policy, Research, and Practice    Authors        A. Feder Cooper, Christopher A. Choquette-Choo, Miranda Bogen, Matthew Jagielski, Katja Filippova, Ken Ziyu Liu, Alexandra Chouldechova, Jamie Hayes, Yangsibo Huang, Niloofar Mireshghallah, Ilia Shumailov, Eleni Triantafillou, Peter Kairouz, Nicole Mitchell, Percy Liang, Daniel E. Ho, Yejin Choi, Sanmi Koyejo, Fernando Delgado, James Grimmelmann, Vitaly Shmatikov, Christopher De Sa, Solon Barocas, Amy Cyphert, Mark Lemley, danah boyd, Jennifer Wortman Vaughan, Miles Brundage, David Bau, Seth Neel, Abigail Z. Jacobs, Andreas Terzis, Hanna Wallach, Nicolas Papernot, Katherine Lee       Venue        arXiv             Date   10 Dec 24 10 December 2024   Title   What type of inference is planning?    Authors        Miguel Lazaro-Gredilla, Li Yang Ku, Kevin Murphy, Dileep George       Venue        NeurIPS 2024             Date   9 Dec 24 9 December 2024   Title   Proactive Agents for Multi-Turn Text-to-Image Generation Under Uncertainty    Authors        Zi Wang, Meera Hahn, Wenjun Zeng, Nithish Kannen, Been Kim, Rich Galt, Kartikeya Badola       Venue        arXiv             Date   4 Dec 24 4 December 2024   Title   Mastering Board Games by External and Internal Planning with Language Models    Authors        John Schultz, Jakub Adamek, Matej Jusup, Marc Lanctot, Michael Kaisers, Sarah Perrin, Daniel Hennes, Jeremy Shar, Cannada Lewis, Anian Ruoss, Tom Zahavy, Petar Veličković, Laurel Prince, Satinder Singh, Eric Malmi, Nenad Tomašev       Venue        arXiv                Page 1 (first page)    Page 2  …   Page 10 (last page)                    Explore our other teams and product areas                           Google AI                                 Google AI for Developers                                 Google AI Studio                                 Gemini                                 Google Cloud                                 Google Labs                        Footer links    Follow us                                              About         About Google DeepMind   Responsibility & Safety   Research   Technologies   Blog   Careers        Learn more         Gemini   Veo   Imagen   SynthID                           Sign up for updates on our latest innovations                        Email address           Please enter a valid email (e.g., ""name@example.com"")     I accept Google's Terms and Conditions and acknowledge that my information will be used in accordance with Google's Privacy Policy. Sign up                About Google   Google products   Privacy   Terms   Cookies management controls"
https://deepmind.google/research/publications/141785,
https://deepmind.google/research/publications/65827,
https://deepmind.google/research/publications/132991,
https://deepmind.google/research/publications/127036,
https://deepmind.google/research/publications/141788,
https://deepmind.google/research/publications/121982,
https://deepmind.google/research/publications/166018,
https://deepmind.google/research/publications/121578,
https://deepmind.google/research/publications/112791,
https://deepmind.google/research/publications/130468,
https://deepmind.google/research/publications/124002,
https://deepmind.google/research/publications/83299,
https://deepmind.google/research/publications/46840,
https://deepmind.google/research/publications/101479,
https://deepmind.google/research/publications/157741,
https://deepmind.google/research/publications/122892,
https://deepmind.google/research/publications/106025,
https://deepmind.google/research/publications/139455,
https://deepmind.google/research/publications/148850,
https://deepmind.google/research/publications/92499,
